"Canonical_Employer_Key","Employer_Display_Name","Canonical_Industry","Record_Count","Original_Name_Count","Original_Key_Count","Original_Industry_Count","Original_Names","Original_Keys","Original_Industries"
"GULFSTREAM AEROSPACE","Gulfstream Aerospace Corporation","Aerospace","9","1","1","1","Gulfstream Aerospace Corporation","GULFSTREAM AEROSPACE","Aerospace"
"HH GLOBAL","HH Global","Advertising, PR & Marketing","9","1","1","1","HH Global","HH GLOBAL","Advertising, PR & Marketing"
"ICON COMMERCE","Icon Commerce","Advertising, PR & Marketing","9","1","1","1","Icon Commerce","ICON COMMERCE","Advertising, PR & Marketing"
"INTEGRITY EXPRESS LOGISTICS","Integrity Express Logistics","Transportation & Logistics","9","1","1","1","Integrity Express Logistics","INTEGRITY EXPRESS LOGISTICS","Transportation & Logistics"
"MI HOMES RESIDENTIAL HOME BUILDER","M/I Homes - Residential Home Builder","Real Estate","9","1","1","1","M/I Homes - Residential Home Builder","MI HOMES  RESIDENTIAL HOME BUILDER","Real Estate"
"OHIO NATIONAL FINANCIAL SERVICES","Ohio National Financial Services","Insurance","9","1","1","1","Ohio National Financial Services","OHIO NATIONAL FINANCIAL SERVICES","Insurance"
"PEPSICO","PepsiCo","CPG - Consumer Packaged Goods","9","1","1","2","PepsiCo","PEPSICO","CPG - Consumer Packaged Goods | Food & Beverage"
"RC CAPITAL","RC Capital","Investment / Portfolio Management","9","1","1","1","RC Capital","RC CAPITAL","Investment / Portfolio Management"
"ROEBLING CAPITAL PARTNERS","Roebling Capital Partners","Investment / Portfolio Management","9","1","1","1","Roebling Capital Partners","ROEBLING CAPITAL PARTNERS","Investment / Portfolio Management"
"UNIVERSITY OF CINCINNATI CAMPUS SERVICES","University of Cincinnati - Campus Services","Higher Education","9","2","2","1","University of Cincinnati - Campus Services | University of Cincinnati Campus Services","UNIVERSITY OF CINCINNATI  CAMPUS SERVICES | UNIVERSITY OF CINCINNATI CAMPUS SERVICES","Higher Education"
"UNIVERSITY OF CINCINNATI FACULTY AND STAFF","University of Cincinnati - Faculty and Staff","Higher Education","9","1","1","1","University of Cincinnati - Faculty and Staff","UNIVERSITY OF CINCINNATI  FACULTY AND STAFF","Higher Education"
"VONLEHMAN CPA AND ADVISORY FIRM","VonLehman CPA & Advisory Firm","Accounting","9","1","1","1","VonLehman CPA & Advisory Firm","VONLEHMAN CPA AND ADVISORY FIRM","Accounting"
"ALTAFIBER","altafiber","Telecommunications","8","1","1","1","altafiber","ALTAFIBER","Telecommunications"
"APPLE","Apple","Electronic & Computer Hardware","8","1","1","1","Apple","APPLE","Electronic & Computer Hardware"
"ARAMARK","Aramark","Higher Education","8","1","1","2","Aramark","ARAMARK","Higher Education | Restaurants & Food Service"
"BATH AND BODY WORKS","Bath & Body Works","Retail Stores","8","2","1","1","Bath & Body Works | Bath and Body Works","BATH AND BODY WORKS","Retail Stores"
"BDO","BDO","Accounting","8","1","1","1","BDO","BDO","Accounting"
"BRIXEY AND MEYER CPA","Brixey & Meyer, CPA","Accounting","8","1","1","1","Brixey & Meyer, CPA","BRIXEY AND MEYER CPA","Accounting"
"CARDINAL HEALTH","Cardinal Health","Healthcare","8","2","1","1","Cardinal Health | Cardinal Health, Inc","CARDINAL HEALTH","Healthcare"
"CONSTELLATION INSURANCE","Constellation Insurance","Insurance","8","2","1","1","Constellation Insurance | Constellation Insurance Inc","CONSTELLATION INSURANCE","Insurance"
"ERNST AND YOUNG LLP EY","Ernst & Young LLP - EY","Accounting","8","2","2","1","Ernst & Young LLP - EY | Ernst & Young LLP (EY)","ERNST AND YOUNG LLP  EY | ERNST AND YOUNG LLP EY","Accounting"
"LIFETIME FINANCIAL GROWTH","Lifetime Financial Growth","Insurance","8","2","1","3","Lifetime Financial Growth | Lifetime Financial Growth, LLC","LIFETIME FINANCIAL GROWTH","Financial Services | Insurance | Investment / Portfolio Management"
"MERUS","Merus","Construction","8","1","1","1","Merus","MERUS","Construction"
"METTLER TOLEDO","METTLER TOLEDO","Manufacturing","8","1","1","1","METTLER TOLEDO","METTLER TOLEDO","Manufacturing"
"MIDWEST CPA","Midwest CPA, LLC","Accounting","8","1","1","1","Midwest CPA, LLC","MIDWEST CPA","Accounting"
"ROBERT BOSCH AUTOMOTIVE STEERING","Robert Bosch Automotive Steering LLC","NA","8","2","1","0","Robert Bosch Automotive Steering LLC | Robert Bosch Automotive Steering, LLC","ROBERT BOSCH AUTOMOTIVE STEERING",""
"ROINSIGHTS","ROInsights","Internet & Software","8","1","1","1","ROInsights","ROINSIGHTS","Internet & Software"
"RSM","RSM","NA","8","1","1","0","RSM","RSM",""
"SRS DISTRIBUTION","SRS Distribution","Wholesale Trade","8","2","1","2","SRS Distribution | SRS Distribution Inc","SRS DISTRIBUTION","Construction | Wholesale Trade"
"TARGET","Target","Retail Stores","8","1","1","1","Target","TARGET","Retail Stores"
"TOTAL QUALITY LOGISTICS","Total Quality Logistics","Transportation & Logistics","8","1","1","1","Total Quality Logistics","TOTAL QUALITY LOGISTICS","Transportation & Logistics"
"TRIMBLE","Trimble, Inc","Electronic & Computer Hardware","8","2","1","1","Trimble | Trimble, Inc","TRIMBLE","Electronic & Computer Hardware"
"UBS","UBS","Financial Services","8","1","1","1","UBS","UBS","Financial Services"
"WORLDPAY FORMERLY VANTIV","Worldpay (formerly Vantiv)","Financial Services","8","1","1","1","Worldpay (formerly Vantiv)","WORLDPAY FORMERLY VANTIV","Financial Services"
"AGAR","AGAR","Advertising, PR & Marketing","7","1","1","1","AGAR","AGAR","Advertising, PR & Marketing"
"AMERIPRISE FINANCIAL","Ameriprise Financial","Investment Banking","7","1","1","1","Ameriprise Financial","AMERIPRISE FINANCIAL","Investment Banking"
"ANDOVER MANAGEMENT GROUP","Andover Management Group","Real Estate","7","1","1","1","Andover Management Group","ANDOVER MANAGEMENT GROUP","Real Estate"
"ASIANATI","Asianati","NA","7","1","1","0","Asianati","ASIANATI",""
"BHDP ARCHITECTURE","BHDP Architecture","Architecture and Planning","7","1","1","1","BHDP Architecture","BHDP ARCHITECTURE","Architecture and Planning"
"BMW MANUFACTURING","BMW Manufacturing Co.","Automotive","7","3","1","1","BMW Manufacturing Co | BMW Manufacturing Co. LLC | BMW Manufacturing Co., LLC","BMW MANUFACTURING","Automotive"
"BRIGHTON TRUEDGE","Brighton Tru-Edge","NA","7","2","1","0","Brighton TruEdge | Brighton Tru-Edge","BRIGHTON TRUEDGE",""
"CLOVERLEAF","Cloverleaf","Internet & Software","7","1","1","1","Cloverleaf","CLOVERLEAF","Internet & Software"
"CURIOSITY ADVERTISING","Curiosity Advertising","Advertising, PR & Marketing","7","1","1","1","Curiosity Advertising","CURIOSITY ADVERTISING","Advertising, PR & Marketing"
"CUSTOM PRO LOGISTICS","Custom Pro Logistics LLC","Transportation & Logistics","7","1","1","1","Custom Pro Logistics LLC","CUSTOM PRO LOGISTICS","Transportation & Logistics"
"DELTA AIRLINES","Delta Airlines","NA","7","1","1","0","Delta Airlines","DELTA AIRLINES",""
"EMPOWER","Empower","Advertising, PR & Marketing","7","1","1","3","Empower","EMPOWER","Advertising, PR & Marketing | Internet & Software | Non-Profit - Other"
"ES PROPERTIES","ES Properties","Real Estate","7","1","1","1","ES Properties","ES PROPERTIES","Real Estate"
"FLORENCE YALLS","Florence Y'alls","Sports & Leisure","7","1","1","1","Florence Y'alls","FLORENCE YALLS","Sports & Leisure"
"GOOGLE","Google","Internet & Software","7","3","1","3","Google | Google LLC | Google, Inc","GOOGLE","Computer Networking | Internet & Software | Research"
"HBH HOLDINGS","HBH Holdings","Manufacturing","7","2","1","1","HBH Holdings | HBH Holdings, Inc","HBH HOLDINGS","Manufacturing"
"IPSOS","Ipsos","Research","7","1","1","1","Ipsos","IPSOS","Research"
"JP MORGAN","JP Morgan","NA","7","2","1","0","J.P. Morgan | JP Morgan","JP MORGAN",""
"KEY BRIDGE COMPLIANCE","Key Bridge Compliance, LLC","Other Industries","7","1","1","1","Key Bridge Compliance, LLC","KEY BRIDGE COMPLIANCE","Other Industries"
"LANG THANG GROUP","Lang Thang group","NA","7","1","1","0","Lang thang group","LANG THANG GROUP",""
"LUXOTTICA","Luxottica","Manufacturing","7","1","1","2","Luxottica","LUXOTTICA","Manufacturing | Retail Stores"
"MOTIV","Motiv","Internet & Software","7","1","1","1","Motiv","MOTIV","Internet & Software"
"MYRIAD GENETICS","Myriad Genetics Inc","Biotech & Life Sciences","7","2","1","1","Myriad Genetics Inc | Myriad Genetics, Inc","MYRIAD GENETICS","Biotech & Life Sciences"
"MYRIAD NEUROSCIENCE","Myriad Neuroscience","NA","7","1","1","0","Myriad Neuroscience","MYRIAD NEUROSCIENCE",""
"NEHEMIAH MANUFACTURING","Nehemiah Manufacturing Co","CPG - Consumer Packaged Goods","7","2","1","1","Nehemiah Manufacturing | Nehemiah Manufacturing Co","NEHEMIAH MANUFACTURING","CPG - Consumer Packaged Goods"
"REFINERY VENTURES","Refinery Ventures","Investment / Portfolio Management","7","1","1","1","Refinery Ventures","REFINERY VENTURES","Investment / Portfolio Management"
"RKCA","RKCA","NA","7","2","1","0","RKCA | RKCA, Inc","RKCA",""
"RKCA INVESTMENT BANKING","RKCA Investment Banking","NA","7","1","1","0","RKCA Investment Banking","RKCA INVESTMENT BANKING",""
"ROBERT BOSCH","Robert Bosch","Transportation & Logistics","7","1","1","1","Robert Bosch","ROBERT BOSCH","Transportation & Logistics"
"SEVAN MULTISITE SOLUTIONS","Sevan Multi-Site Solutions","Construction","7","1","1","1","Sevan Multi-Site Solutions","SEVAN MULTISITE SOLUTIONS","Construction"
"STUDENT PAINTERS","Student Painters","Other Industries","7","1","1","2","Student Painters","STUDENT PAINTERS","Other Industries | Sales & Marketing"
"TERRY AND ASSOCIATES CPA","Terry & Associates, CPA","Accounting","7","3","1","1","Terry & Associates CPA | Terry & Associates, CPA | Terry and Associates CPA","TERRY AND ASSOCIATES CPA","Accounting"
"SCOTTS MIRACLEGRO","The Scotts Miracle-Gro Company","Other Industries","7","2","2","2","Scott's Miracle-Gro | The Scotts Miracle-Gro Company","SCOTTS MIRACLEGRO | THE SCOTTS MIRACLEGRO","CPG - Consumer Packaged Goods | Other Industries"
"2060 DIGITAL","2060 Digital, LLC","Advertising, PR & Marketing","6","1","1","1","2060 Digital, LLC","2060 DIGITAL","Advertising, PR & Marketing"
"ASHLEE KENNEDY STATE FARM AGENCY","Ashlee Kennedy State Farm Agency","Insurance","6","1","1","1","Ashlee Kennedy State Farm Agency","ASHLEE KENNEDY STATE FARM AGENCY","Insurance"
"ASSET LIVING","Asset Living","Real Estate","6","1","1","1","Asset Living","ASSET LIVING","Real Estate"
"ATLAS CPAS AND ADVISORS","ATLAS CPAs & Advisors PLLC","NA","6","3","2","0","ATLAS CPAs & Advisors PLLC | Atlas CPAs and Advisors | ATLAS CPA's and Advisors","ATLAS CPAS AND ADVISORS | ATLAS CPAS AND ADVISORS PLLC",""
"BANK OF AMERICA","Bank of America","Investment Banking","6","1","1","1","Bank of America","BANK OF AMERICA","Investment Banking"
"BRIGHTON TRU EDGE","Brighton Tru Edge","NA","6","2","1","0","Brighton Tru Edge | Brighton Tru- Edge","BRIGHTON TRU EDGE",""
"CLARITAS","Claritas, LLC","Research","6","1","1","1","Claritas, LLC","CLARITAS","Research"
"EAGLE REALTY GROUP","Eagle Realty Group","NA","6","1","1","0","Eagle Realty Group","EAGLE REALTY GROUP",""
"EMERSON CLIMATE TECHNOLOGIES","Emerson Climate Technologies","NA","6","1","1","0","Emerson Climate Technologies","EMERSON CLIMATE TECHNOLOGIES",""
"HEALTHGUARD","HealthGuard","Internet & Software","6","1","1","1","HealthGuard","HEALTHGUARD","Internet & Software"
"HOUSE DOCTORS HOME IMPROVEMENTS","House Doctors Home Improvements","Construction","6","1","1","1","House Doctors Home Improvements","HOUSE DOCTORS HOME IMPROVEMENTS","Construction"
"HUB INTERNATIONAL","HUB International","Insurance","6","1","1","1","HUB International","HUB INTERNATIONAL","Insurance"
"HUNTINGTON BANK","Huntington Bank","Commercial Banking & Credit","6","1","1","1","Huntington Bank","HUNTINGTON BANK","Commercial Banking & Credit"
"IMFLUX","iMFLUX, Inc","Other Industries","6","2","1","1","iMFLUX | iMFLUX, Inc","IMFLUX","Other Industries"
"JANNEY MONTGOMERY SCOTT","Janney Montgomery Scott","Investment / Portfolio Management","6","1","1","1","Janney Montgomery Scott","JANNEY MONTGOMERY SCOTT","Investment / Portfolio Management"
"KATZ TELLER","Katz Teller","Legal & Law Enforcement","6","1","1","1","Katz Teller","KATZ TELLER","Legal & Law Enforcement"
"KIRSCH CPA GROUP","Kirsch CPA Group","Accounting","6","1","1","1","Kirsch CPA Group","KIRSCH CPA GROUP","Accounting"
"LONDON COMPUTER SYSTEMS","London Computer Systems","NA","6","1","1","0","London Computer Systems","LONDON COMPUTER SYSTEMS",""
"MARCUS AND MILLICHAP","Marcus & Millichap","Real Estate","6","2","1","1","Marcus & Millichap | Marcus and Millichap","MARCUS AND MILLICHAP","Real Estate"
"MILEX LOGISTICS","milex logistics","NA","6","2","1","0","Milex Logistics | Milex Logistics LLC","MILEX LOGISTICS",""
"MITSUBISHI ELECTRIC AUTOMOTIVE AMERICA","Mitsubishi Electric Automotive America","Automotive","6","1","1","1","Mitsubishi Electric Automotive America","MITSUBISHI ELECTRIC AUTOMOTIVE AMERICA","Automotive"
"MORGAN STANLEY","Morgan Stanley","Investment Banking","6","1","1","2","Morgan Stanley","MORGAN STANLEY","Investment / Portfolio Management | Investment Banking"
"NATIONAL TAB","National TAB","Engineering & Construction","6","1","1","1","National TAB","NATIONAL TAB","Engineering & Construction"
"NAVISTONE","NaviStone","Advertising, PR & Marketing","6","1","1","1","NaviStone","NAVISTONE","Advertising, PR & Marketing"
"ORCHARD DIGITAL MARKETING","Orchard Digital Marketing","NA","6","1","1","0","Orchard Digital Marketing","ORCHARD DIGITAL MARKETING",""
"PARKER HANNIFIN","Parker Hannifin Corporation","Manufacturing","6","1","1","1","Parker Hannifin Corporation","PARKER HANNIFIN","Manufacturing"
"PAYCOM","Paycom","Internet & Software","6","1","1","1","Paycom","PAYCOM","Internet & Software"
"PRASCO","Prasco","Pharmaceuticals","6","1","1","1","Prasco","PRASCO","Pharmaceuticals"
"PREP PROPERTY GROUP","PREP Property Group","Real Estate","6","1","1","1","PREP Property Group","PREP PROPERTY GROUP","Real Estate"
"PROJETECH","Projetech, Inc","Internet & Software","6","2","1","1","projetech | Projetech, Inc","PROJETECH","Internet & Software"
"PROTECTIVE LIFE INSURANCE","Protective Life Insurance Company","Insurance","6","1","1","1","Protective Life Insurance Company","PROTECTIVE LIFE INSURANCE","Insurance"
"PWC","PWC","Accounting","6","1","1","1","PwC","PWC","Accounting"
"RESEARCH AMERICA","Research America, Inc","Research","6","2","1","1","Research America | Research America, Inc","RESEARCH AMERICA","Research"
"ROSSELOT FINANCIAL GROUP","Rosselot Financial Group","NA","6","1","1","0","Rosselot Financial Group","ROSSELOT FINANCIAL GROUP",""
"SODEXO","Sodexo","Food & Beverage","6","1","1","1","Sodexo","SODEXO","Food & Beverage"
"HEALTH COLLABORATIVE","The Health Collaborative","Healthcare","6","1","1","1","The Health Collaborative","THE HEALTH COLLABORATIVE","Healthcare"
"OHIO DEPARTMENT OF TAXATION","The Ohio Department of Taxation","Accounting","6","2","2","1","Ohio Department of Taxation | The Ohio Department of Taxation","OHIO DEPARTMENT OF TAXATION | THE OHIO DEPARTMENT OF TAXATION","Accounting"
"SHEPHERD CHEMICAL","The Shepherd Chemical Company","Manufacturing","6","1","1","1","The Shepherd Chemical Company","THE SHEPHERD CHEMICAL","Manufacturing"
"SHEPHERD COLOR","The Shepherd Color Company","Manufacturing","6","1","1","1","The Shepherd Color Company","THE SHEPHERD COLOR","Manufacturing"
"TOYOTA MOTOR NORTH AMERICA","Toyota Motor North America","Automotive","6","2","1","1","Toyota Motor North America | Toyota Motor North America Inc","TOYOTA MOTOR NORTH AMERICA","Automotive"
"TRIVERSITY CONSTRUCTION","Triversity Construction","Construction","6","2","1","1","Triversity Construction | TriVersity Construction LLC","TRIVERSITY CONSTRUCTION","Construction"
"UHY","UHY LLP","Accounting","6","1","1","1","UHY LLP","UHY","Accounting"
"UNIVERSITY OF CINCINNATI EXPERIENCEBASED LEARNING AND CAREER EDUCATION","University of Cincinnati - Experience-Based Learning and Career Education","Higher Education","6","2","2","1","University of Cincinnati - Experience-Based Learning and Career Education | University of Cincinnati Experience-Based Learning and Career Education","UNIVERSITY OF CINCINNATI  EXPERIENCEBASED LEARNING AND CAREER EDUCATION | UNIVERSITY OF CINCINNATI EXPERIENCEBASED LEARNING AND CAREER EDUCATION","Higher Education"
"URBAN SITES","Urban Sites","Real Estate","6","1","1","1","Urban Sites","URBAN SITES","Real Estate"
"VERTIV","Vertiv","Manufacturing","6","1","1","2","Vertiv","VERTIV","Electronic & Computer Hardware | Manufacturing"
"WALT DISNEY WORLD COLLEGE INTERNSHIP PROGRAM","Walt Disney World College Internship Program","Tourism","6","1","1","1","Walt Disney World College Internship Program","WALT DISNEY WORLD COLLEGE INTERNSHIP PROGRAM","Tourism"
"1ST DAY SCHOOL SUPPLIES","1st Day School Supplies","Manufacturing","5","1","1","1","1st Day School Supplies","1ST DAY SCHOOL SUPPLIES","Manufacturing"
"ACCO BRANDS","ACCO Brands","Wholesale Trade","5","1","1","1","ACCO Brands","ACCO BRANDS","Wholesale Trade"
"ALLEGION","Allegion","Manufacturing","5","1","1","1","Allegion","ALLEGION","Manufacturing"
"ANTHONY MUAOZ FOUNDATION","Anthony MuÃ±oz Foundation","Non-Profit - Other","5","1","1","1","Anthony MuÃ±oz Foundation","ANTHONY MUÃOZ FOUNDATION","Non-Profit - Other"
"AUTOMATED MACHINE SYSTEMS","Automated Machine Systems, Inc","Manufacturing","5","2","1","1","Automated Machine Systems | Automated Machine Systems, Inc","AUTOMATED MACHINE SYSTEMS","Manufacturing"
"BGR","BGR, Inc","Wholesale Trade","5","2","1","1","BGR | BGR, Inc","BGR","Wholesale Trade"
"BLUBRRY PODCASTING","Blubrry Podcasting","Internet & Software","5","1","1","1","Blubrry Podcasting","BLUBRRY PODCASTING","Internet & Software"
"BS","BS LLC","Design","5","1","1","1","BS LLC","BS","Design"
"CAI INSURANCE AGENCY","CAI Insurance Agency","Insurance","5","1","1","1","CAI Insurance Agency","CAI INSURANCE AGENCY","Insurance"
"CHARLES L SHOR FOUNDATION","Charles L Shor Foundation","Non-Profit - Other","5","1","1","1","Charles L Shor Foundation","CHARLES L SHOR FOUNDATION","Non-Profit - Other"
"CINCINNATI CHILDRENS","Cincinnati Children's","Healthcare","5","2","1","1","Cincinnati Childrens | Cincinnati Children's","CINCINNATI CHILDRENS","Healthcare"
"CINCINNATI","Cincinnati Incorporated","Manufacturing","5","1","1","1","Cincinnati Incorporated","CINCINNATI","Manufacturing"
"CINCINNATI USA CONVENTION AND VISITORS BUREAU","Cincinnati USA Convention & Visitors Bureau","NA","5","2","1","0","Cincinnati USA Convention & Visitors Bureau | Cincinnati USA Convention and Visitors Bureau","CINCINNATI USA CONVENTION AND VISITORS BUREAU",""
"CITY OF CINCINNATI POLICE DEPARTMENT","City of Cincinnati Police Department","NA","5","1","1","0","City of Cincinnati Police Department","CITY OF CINCINNATI POLICE DEPARTMENT",""
"COESIA","Coesia","Manufacturing","5","1","1","1","Coesia","COESIA","Manufacturing"
